Index,EAN,Internal ID,Stock,Price
302,7472164367115,56,110,180
303,9570383240931,98,641,525
304,4691375288535,50,583,793
305,1779342997468,60,857,136
306,0023589656505,96,737,914
307,5416531296099,27,729,668
308,5930416189110,15,899,297
309,4812045101569,39,753,690
310,2994229841781,80,443,243
311,5597411456069,84,813,953
312,7026375349028,53,288,20
313,5347317826547,3,17,978
314,3385355598325,35,130,555
315,9922358060844,41,52,658
316,3743535152147,16,416,175
317,6540883595414,82,90,686
318,9047333581067,37,75,335
319,7225808997717,75,529,881
320,4554382115570,98,322,184
321,5811370637803,77,10,138
322,4103029646658,88,794,70
323,7049074517321,14,3,228
324,8115455644609,13,987,595
325,8104890411471,44,355,104
326,7128568775253,66,880,908
327,9406013494118,99,7,680
328,6666751106329,91,57,135
329,5501964113577,30,43,183
330,6677786060548,31,542,164
331,3463979168237,46,96,789
332,2056353888831,4,978,89
333,6197541677328,66,911,245
334,3531033065027,74,934,719
335,8943654618479,82,426,67
336,4967035036250,75,94,436
337,5182234750823,58,380,149
338,5341439201473,99,390,438
339,3451548871596,55,320,375
340,4810734329522,33,71,333
341,9649264856346,31,54,929
342,7640827742719,50,71,604
343,6829553929057,62,415,270
344,4821293334803,80,641,279
345,0016372005802,41,755,97
346,7269073363778,52,954,65
347,7455461536743,51,527,428
348,7498713815371,85,903,95
349,0426281966888,3,541,881
350,3370502788490,31,753,911
351,0678553611075,68,104,338
352,8401430732523,79,687,808
353,5886987344475,86,127,858
354,7354580997339,26,663,978
355,0483070377911,23,240,838
356,2807880574274,78,815,11
357,2846136718772,92,260,920
358,0221811430132,8,109,887
359,7639560777393,85,603,902
360,3589937000859,51,839,298
361,9045339361942,98,418,196
362,8856881334572,31,536,354
363,6949905184368,94,227,940
364,4212018131690,54,995,204
365,0846220946465,66,51,874
366,9390741166884,84,14,963
367,9483688856212,64,384,545
368,9864688801509,80,802,546
369,2500009600242,62,74,757
370,2714309608475,82,306,36
371,5800864007000,22,236,83
372,4862238370067,18,799,366
373,4793015649017,41,139,841
374,8252783531444,58,244,434
375,9803405573572,92,967,150
376,6596925392381,28,940,667
377,3750787960291,86,392,183
378,4603271918256,93,796,170
379,2336634244137,61,119,836
380,7396462722202,24,889,357
381,3023433321969,27,199,214
382,7069387808602,35,55,662
383,6608995173705,15,155,84
384,2752963657378,36,403,42
385,6807003054665,48,313,68
386,1677460111349,11,702,582
387,8566098795768,37,170,675
388,7484189020890,87,549,863
389,7995829536782,21,814,544
390,1612305189725,46,57,918
391,6591913048356,30,592,50
392,0018347292033,11,906,892
393,8957679571701,46,908,404
394,5732741384631,16,128,311
395,6434806304842,24,923,367
396,8589464751267,60,692,896
397,0635083607411,75,119,186
398,5185712690963,5,578,415
399,5945718817357,53,192,115
400,8817323956578,72,19,79
401,6732517154344,66,147,83
402,6907351798133,26,705,428
403,7002070511748,47,468,848
404,2139614302335,32,123,198
405,8033396067007,90,567,772
406,0488379363689,65,878,474
407,3336012913722,73,147,516
408,2871948622917,51,373,977
409,4182206953000,15,451,515
410,8710565323606,16,52,61
411,3893683686084,33,449,423
412,2894103344653,27,209,269
413,6592955405770,40,125,192
414,4331666193024,32,275,619
415,5223121535571,48,600,514
416,6113824213014,50,637,396
417,1101812512442,69,619,138
418,6514204705615,85,877,123
419,0983142837317,41,888,370
420,1525854942553,69,912,25
421,9884057289790,17,587,82
422,6261535024945,37,86,878
423,5096125871088,87,884,334
424,5339885215182,24,222,645
425,4781418629668,47,58,432
426,7096643147533,61,202,96
427,6351899364730,10,380,144
428,9391000482165,57,578,403
429,2601907397699,86,200,235
430,5780265670181,96,659,819
431,7542366209756,12,188,821
432,4246585136345,31,653,47
433,1610777172337,1,667,576
434,5709029987525,64,772,914
435,8106494637141,27,531,614
436,8005602909067,93,588,439
437,6527161273691,37,771,978
438,7636937595185,8,151,458
439,6652045119311,46,93,228
440,7288700512259,85,312,294
441,8814065954282,92,840,449
442,3743546991100,1,250,993
443,2747839694618,22,563,981
444,4789565661609,86,37,868
445,5867795153817,35,6,769
446,1038664470517,18,78,760
447,1641801718764,64,56,993
448,5909893188862,96,722,459
449,2007869219022,54,711,850
450,5613307936788,12,141,136
451,8396339901944,74,506,933
452,3509927300998,74,242,327
453,2757050421238,37,449,389
454,6405809251402,53,766,131
455,3360036525975,42,708,331
456,9490163926476,41,848,945
457,7499595534510,94,370,250
458,1354973436380,59,281,669
459,4466778700652,86,101,304
460,8978300684522,80,739,564
461,1821391020441,1,155,438
462,1077465625238,2,107,869
463,6178832398702,28,575,910
464,7449500069927,25,437,175
465,8737898316273,52,182,462
466,5604122687221,27,677,74
467,5168097780412,82,52,545
468,0370708466119,13,980,952
469,0356494751318,82,911,724
470,6659033448798,7,143,881
471,7228591455426,34,900,417
472,3761175072120,39,193,40
473,4428844549459,70,106,896
474,3043536151805,31,183,875
475,8104586171627,48,923,299
476,7643047637148,28,968,291
477,3808223488752,15,941,374
478,9058296301654,64,854,63
479,9758151289386,84,461,414
480,7429372796701,43,296,205
481,9503023697475,44,280,550
482,6137056728993,39,932,827
483,5362244171973,50,993,539
484,6997809948630,57,257,693
485,9721986275138,82,349,725
486,9069905626457,85,264,936
487,5923577851095,64,760,354
488,4566187512898,6,288,561
489,1486829375724,87,141,86
490,7732977073871,22,605,539
491,6199813900905,95,939,925
492,4577959198998,34,607,893
493,5650597614880,71,93,711
494,3350407556967,8,242,621
495,3531527448961,60,850,661
496,7521671620401,94,818,234
497,7724043909511,29,137,430
498,4935397946982,30,408,391
499,2242653666396,60,638,360
500,7199874390072,22,572,562
501,8897214161960,96,517,259
502,2294706847771,82,326,246
503,7414449886478,82,633,757
504,1375057095507,93,415,719
505,5052500536881,38,209,54
506,9009246830250,16,929,937
507,2587578173865,7,375,920
508,0768759523767,6,707,305
509,9281725082330,76,441,940
510,3101892285692,53,557,336
511,5372454043182,84,769,394
512,1848250733915,57,34,621
513,1136735221027,31,159,466
514,6265265276995,37,391,298
515,3634510210719,82,717,373
516,8288849462834,8,153,609
517,3172380003111,81,961,602
518,6637494835449,58,368,660
519,8827206055250,37,394,117
520,9263298826375,82,153,829
521,0303706482492,36,735,529
522,7243138138662,74,837,527
523,6454703064762,66,991,762
524,4421013418570,85,319,876
525,3929154107113,7,10,643
526,7747719469867,62,264,484
527,4743826670946,54,3,622
528,3355980449590,21,301,434
529,5667393115299,64,868,161
530,7358067035385,11,732,456
531,2537312916654,67,724,246
532,3381445627777,97,411,463
533,7714121321885,14,415,852
534,1560952774200,60,673,457
535,4309498749337,58,10,351
536,8328603219684,17,773,350
537,7933995733352,85,794,777
538,6838544598110,24,179,349
539,8208877236696,33,917,911
540,7233130628711,16,57,794
541,1999603006597,62,670,478
542,6143137177673,25,884,211
543,5679645954471,56,638,659
544,7587652930594,48,248,244
545,0745073106821,54,985,957
546,7936283553007,99,300,39
547,2173460750018,32,437,422
548,1417073750982,61,954,134
549,1257022361292,78,881,641
550,5174774611474,50,424,398
551,5246258829238,54,137,997
552,7339169333593,1,600,170
553,4801575057019,77,691,722
554,9695948999670,51,559,664
555,7561192706642,83,519,927
556,5228577136198,41,641,368
557,0794337169348,46,56,500
558,1435081323936,98,628,697
559,8860678399538,23,393,988
560,1929018663191,24,206,691
561,2327995377596,98,657,754
562,6082427306679,84,656,237
563,8092801249476,61,306,741
564,6230877647402,73,196,310
565,4917968251183,72,739,187
566,9085439112839,35,181,975
567,1392813746954,76,372,519
568,8391385307603,41,208,185
569,0318605267866,92,197,149
570,3483667812730,52,512,422
571,1849264634137,76,747,207
572,4020463483840,87,104,800
573,0406111453511,96,914,806
574,6616382179063,12,463,306
575,1475088587542,60,26,580
576,6662910717351,91,290,89
577,8669295252307,72,272,951
578,0366377131779,47,246,90
579,0414893319468,67,625,487
580,4530932934648,42,274,585
581,3965556512872,91,609,569
582,3192331812456,49,511,583
583,5761031681723,17,645,628
584,0422511360792,4,888,605
585,4630910311482,45,77,136
586,4548816803478,88,959,862
587,4369390575892,15,928,731
588,9296612014653,21,425,572
589,3824844624225,76,940,353
590,7896588065042,15,52,870
591,9647386038947,87,636,130
592,7507000214541,81,135,482
593,9586253964654,19,438,874
594,8377203546584,43,916,669
595,8344845260253,16,882,662
596,5106714320894,72,37,180
597,8221223478410,84,783,627
598,1233907277162,39,61,565
599,1795307900083,31,682,795
600,8629979619963,33,731,614
601,4870337910336,82,351,452
602,2750117020559,42,331,184
603,0729765253062,42,752,56
604,3556025628554,87,438,815
605,9355737514087,32,872,517
606,7756046121492,54,167,552
607,4907302674273,44,916,76
608,5982229524947,30,982,874
609,6603343497533,50,895,756
610,2690042152515,49,551,837
611,5206228377909,12,545,34
612,7267558425508,32,579,111
613,3488022186099,36,631,744
614,1869130911858,34,994,974
615,7940584729498,71,735,365
616,0055359435096,78,157,778
617,3755688177755,71,632,95
618,5855965660968,44,600,952
619,4040225453591,42,641,627
620,0975031447653,62,325,834
621,6364321448878,11,86,654
622,5988318243058,41,694,382
623,9478095202653,3,55,885
624,4967492576078,3,389,881
625,8707666848480,45,760,476
626,4509669075559,30,405,876
627,5899235466294,76,167,465
628,4993643484237,46,362,377
629,5633100142339,46,90,933
630,5644268903304,68,407,85
631,3079923022199,72,730,887
632,7112086177200,91,533,820
633,9822609141554,51,418,784
634,9551304568419,70,385,959
635,1602678348324,46,220,952
636,5458134549783,96,279,793
637,2784023245003,62,644,313
638,3715382421240,99,876,921
639,9315449410374,34,16,860
640,5043524481943,11,250,594
641,8250632059347,56,926,881
642,7772759540313,74,963,637
643,5341542932219,17,118,206
644,5519039639266,51,186,231
645,1141024218503,89,217,633
646,4133841780216,66,185,805
647,8680675000943,1,604,163
648,4354381929549,33,898,878
649,4417355363227,5,238,919
650,6622256542598,8,340,775
651,4648401339693,61,285,252
652,3298940178140,46,516,996
653,6556643760701,46,705,286
654,9640463787394,10,926,182
655,9962689542831,21,597,752
656,5520951907623,54,384,460
657,2029102229087,28,558,630
658,9104053517032,52,341,533
659,7275903643330,50,251,724
660,9473135802855,10,500,769
661,1401852384215,77,291,996
662,9770275472260,3,214,627
663,7433461935223,41,955,936
664,2850312443778,63,633,627
665,5550460679995,2,431,3
666,3222050061450,82,401,381
667,8130700816259,73,181,967
668,7040239646634,64,470,779
669,3812837732354,27,434,647
670,6598291133087,15,883,629
671,4002188031513,62,198,154
672,1498647859805,20,511,618
673,8501736178121,27,295,672
674,0403437427356,9,329,423
675,4545253486493,52,663,214
676,4043759646354,88,888,52
677,3958142845225,21,403,296
678,0225847031684,38,757,879
679,2434992130649,20,25,987
680,6930469332821,84,676,85
681,6638605748832,42,99,575
682,0929259420707,71,118,370
683,4202217356871,80,250,401
684,6657473888327,42,274,491
685,2285510553644,50,412,901
686,8693760386471,1,428,131
687,0200817480228,94,44,333
688,3578041684772,72,585,468
689,5958035220502,69,800,317
690,7480986788858,23,997,767
691,7997704169559,61,620,164
692,3017425960212,87,579,590
693,2686277417062,78,711,78
694,6348016714097,33,864,651
695,5073629160399,86,793,613
696,3817296027799,57,381,476
697,2266695793568,65,675,785
698,3723241005449,58,264,801
699,7353047449893,13,108,762
700,9146759141326,72,769,78
701,9833241268400,72,566,646
702,7965401579063,64,43,588
703,7937827633469,26,911,350
704,9969007284091,87,802,842
705,9662650436632,25,239,300
706,4578128543328,81,835,877
707,9873468473218,47,375,823
708,0883078899505,95,636,85
709,0743165374424,61,954,244
710,3358031791181,36,382,91
711,8371245193423,15,187,834
712,1715499255495,2,393,67
713,3004630510936,48,155,786
714,0557497322462,11,795,317
715,2450014548216,30,669,542
716,1843971679856,83,286,117
717,7703226567977,8,801,95
718,0222463335615,31,16,36
719,2120625038986,73,258,682
720,3942441682438,63,680,767
721,8595043210988,2,632,322
722,7338255411979,96,950,33
723,4450290184632,39,669,615
724,9085762695092,22,807,310
725,3782015015770,59,239,871
726,2659244546607,15,712,392
727,0156210998344,13,161,752
728,8123352814278,31,15,278
729,4835062249427,56,919,370
730,7019542175643,95,184,526
731,6607856119586,49,603,472
732,9486437967573,59,126,350
733,6991515977519,71,162,546
734,2334204521879,85,390,588
735,8068457364924,45,842,338
736,3730946329237,1,780,283
737,9951279177034,89,687,99
738,1167909905764,99,64,159
739,3749870832065,28,103,335
740,6290531296766,47,229,209
741,9181194685493,60,46,974
742,7717727050029,43,512,386
743,3097463114938,78,764,798
744,4853150517609,47,287,129
745,6006221847930,93,668,292
746,0398906065750,41,305,20
747,3836650276833,77,775,594
748,9426547543878,39,818,587
749,5127800640689,96,263,609
750,8208112792178,35,437,275
751,4964538858105,12,88,14
752,5509474013936,94,153,394
753,0517857467974,89,419,299
754,8284053214412,81,98,193
755,5514916273946,87,339,39
756,4915360858511,51,26,746
757,7045981895859,94,888,845
758,1056909152431,52,837,90
759,9061962033582,17,334,206
760,8450653581593,31,171,108
761,3992101380648,38,160,318
762,6049287539203,5,126,153
763,0899979501560,74,196,437
764,0216435094792,92,127,187
765,4723987523602,88,921,514
766,9101885544946,27,189,571
767,6093108087732,43,316,417
768,5747056009988,77,843,58
769,5318549159697,19,588,456
770,5939515385966,5,384,625
771,9928261517758,81,26,380
772,8658221875345,29,843,792
773,0065908303561,50,273,773
774,1490047881349,42,426,933
775,3712707845873,39,616,971
776,1366685842229,78,610,293
777,0398638572359,10,912,94
778,4923164982189,70,662,137
779,2990423393811,25,346,876
780,5208599564421,64,223,788
781,2339978531628,23,526,911
782,3692990618302,97,626,936
783,8407537608990,43,776,342
784,9668554750560,78,607,813
785,3220575265254,29,404,403
786,2842835389794,96,740,594
787,7178859101490,23,806,398
788,6609496749734,38,84,9
789,9026266953325,33,197,604
790,3155055783914,72,63,15
791,9090034235500,51,650,421
792,1553749399243,88,62,982
793,9677925839605,65,241,926
794,8399195228231,18,643,455
795,3142677667685,74,128,385
796,9738389189238,49,415,504
797,7599998236940,94,737,83
798,6508098226158,58,398,564
799,9966897170565,58,870,221
800,7623497475842,63,753,74
801,5198633713734,77,855,983
802,7484464984893,36,466,742
803,9692667700662,99,150,231
804,5461051388908,92,331,265
805,2354745569024,82,238,841
806,4315546101231,59,506,496
807,6673866851464,36,244,752
808,5926805036981,12,996,901
809,5235913447023,66,239,188
810,2681073790173,54,788,671
811,2106982527981,63,655,296
812,1570221293288,80,654,264
813,9408518311280,81,172,529
814,4331445781893,63,966,474
815,4817970985543,75,444,564
816,9637598555165,79,689,394
817,0276742084084,66,921,988
818,5029019844516,53,749,749
819,8163667009372,58,199,833
820,8280723152886,68,579,531
821,3741299602120,43,826,594
822,3592361190560,76,470,728
823,7216029752865,18,933,330
824,2145336252735,16,316,958
825,5382969548997,43,221,517
826,6389450892149,27,648,510
827,1583772457054,18,836,562
828,5635875253401,49,195,433
829,3705933322126,20,231,866
830,7707475537453,59,16,292
831,6519848873003,61,327,242
832,1592232490357,66,613,197
833,3905554141599,85,214,598
834,3858489378038,52,80,513
835,1009392909440,65,533,912
836,3366177430215,96,792,478
837,1735347738796,42,371,883
838,4662783987709,84,561,474
839,6219047265189,93,408,27
840,8816230687179,84,798,430
841,7248722826512,12,679,236
842,5641897182377,71,529,946
843,7379757260641,4,332,544
844,7828359334217,51,125,492
845,3270919936913,46,130,689
846,8181822638205,96,241,380
847,4100156343115,21,436,646
848,5823918888592,63,595,688
849,6062160984129,40,607,539
850,9072401710346,70,817,998
851,3556461052104,92,136,434
852,1201438220988,25,101,608
853,7623887619900,27,830,138
854,3615451552762,90,982,825
855,6740912345823,84,888,590
856,2557908554824,62,433,202
857,5065139536955,80,692,639
858,8231522734995,6,305,188
859,5805079483823,12,38,437
860,9101197624077,90,983,70
861,6074988513603,95,79,386
862,5863855957401,47,204,709
863,6852036874285,76,879,539
864,2408998195810,64,435,728
865,1873459212619,98,86,437
866,7536569586110,55,240,778
867,8787628158871,96,678,6
868,9993876527218,48,452,799
869,1411685729206,53,926,277
870,2662986717778,51,347,157
871,1548173496439,47,653,861
872,3082240430387,9,304,466
873,6049771516024,51,973,803
874,2401431850352,4,773,926
875,1152959986320,44,70,432
876,5463807099540,72,112,216
877,1832185921363,36,176,864
878,6110763973429,7,272,341
879,9811405697853,80,114,818
880,3217360109879,38,194,248
881,9777258036150,61,339,541
882,7814972373009,73,913,291
883,3813207063153,97,340,255
884,3035229012333,54,90,740
885,0419328671227,52,629,227
886,6428061079676,27,829,806
887,8930981192949,5,822,280
888,7227507302809,55,998,421
889,8796710438807,37,630,232
890,5463449024689,19,432,450
891,5441903612108,17,695,460
892,2524141708796,16,61,113
893,8316822700793,63,56,232
894,5059389390788,96,582,648
895,9439143886676,32,257,978
896,0033818778403,78,890,387
897,7380603896716,10,678,163
898,1568920572414,50,442,274
899,6081779737247,77,797,614
900,7874421826340,37,652,616
901,5648650160795,33,653,268
902,8749444846202,65,71,559
903,9795391717668,80,356,115
904,2571194583870,55,114,792
905,9844145430206,1,3,477
906,7307241054667,44,745,11
907,4520240204854,98,622,388
908,5694440656399,73,309,449
909,1641401301144,1,613,893
910,0081410126542,45,994,725
911,9588582708923,24,662,877
912,9669463941391,17,524,270
913,6407176940859,23,287,355
914,4961771891920,79,684,237
915,8261508498375,1,719,155
916,4535930907304,29,475,727
917,3716833956953,18,811,922
918,0333649515599,24,307,815
919,3286686025491,4,714,276
920,6708637110362,60,769,881
921,8324030375344,97,434,867
922,7359566921520,94,4,468
923,1625163950123,70,742,546
924,3433457499733,38,725,860
925,8109656442195,9,804,60
926,3740246031099,83,628,762
927,6994318056207,56,515,607
928,2052597038735,49,411,697
929,3734720420264,17,17,402
930,7653374707360,13,926,366
931,7595687432679,38,157,612
932,6911125108851,20,786,644
933,1730979542643,36,489,720
934,8590663641617,54,322,800
935,5899933779436,24,711,413
936,1320446451273,71,212,316
937,8224604554819,44,375,568
938,3547058052423,36,820,366
939,9258823900668,59,514,532
940,0626115270529,19,191,446
941,9521726683113,78,631,354
942,3900054512900,72,972,162
943,2362449827340,46,676,589
944,4940204704006,79,485,474
945,5664386286905,43,982,694
946,4783286602255,52,472,297
947,0710049247921,37,581,563
948,5094692618167,99,536,24
949,4419247601035,60,9,89
950,1040337533139,39,983,885
951,2452660533899,48,123,82
952,4032350539363,47,519,476
953,7610980334502,98,908,705
954,5754442193961,7,39,75
955,3622942742069,96,370,603
956,5375083018699,18,721,270
957,5881109045667,70,814,814
958,2701469627880,25,945,118
959,1313715562770,10,189,423
960,0436894873671,14,980,14
961,5036181377650,4,147,22
962,5486010778682,78,26,207
963,2960698284206,76,83,24
964,1252022313685,39,420,317
965,8083992272121,77,64,347
966,4841921080391,2,446,989
967,0792249725065,45,90,359
968,1897365676228,45,559,489
969,2215603921579,19,382,592
970,2031936960166,12,947,602
971,7639721513365,28,771,763
972,6426930664060,98,205,64
973,0567604015293,2,220,932
974,9713864518468,29,781,58
975,7994293164774,47,138,282
976,4643227273695,27,683,577
977,9865821207042,28,714,602
978,5854770981060,9,517,20
979,9798477185740,72,241,989
980,2998200370932,24,809,122
981,5937316810496,33,13,980
982,7933333973082,81,576,423
983,3959048955537,20,254,617
984,9651530300088,86,466,762
985,5287966685662,1,349,64
986,6729556774176,23,19,143
987,4793809761895,22,284,167
988,1547646882236,47,820,189
989,8736986835276,93,967,478
990,0995094856957,87,438,986
991,6897949638289,27,687,100
992,2545395790986,65,855,504
993,1007848774246,29,766,608
994,0170409268193,37,856,471
995,2746350890202,31,666,212
996,1355228799625,97,924,125
997,8602492876686,49,857,290
